DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,TOTAL,COMMENTS
CGR02,2,1985,8,11,000b,fl,b,9,phoetaliot nebrascen,2,1,1,2,3,1,,1,1,,12,
CGR02,2,1985,8,11,000b,fl,b,10,melanoplus scudderi,,,1,,2,1,,1,,1,6,
CGR02,2,1985,8,11,000b,fl,b,15,melanoplus keeleri,,,,1,1,1,1,,,1,5,
CGR02,2,1985,8,11,000b,fl,b,4,hypochlora alba,,,,,2,,,,,,2,
CGR02,2,1985,8,11,000b,fl,b,12,melanoplus femurrubr,,,1,,1,,,,,,2,
CGR02,2,1985,8,11,000b,fl,b,8,hesperotet species,,,2,,1,3,,,,1,7,
CGR02,2,1985,8,11,000b,fl,b,31,pseudopoma brachypte,,,,,1,,,,,,1,
CGR02,2,1985,8,6,010d,fl,a,27,orphulella speciosa,1,1,,1,,,1,1,1,1,7,
CGR02,2,1985,8,6,010d,fl,a,9,phoetaliot nebrascen,6,2,7,9,2,2,3,4,,5,40,
CGR02,2,1985,8,6,010d,fl,a,10,melanoplus scudderi,,,1,,1,,,,1,,3,
CGR02,2,1985,8,6,010d,fl,a,31,pseudopoma brachypte,,,1,,,,,,,,1,
CGR02,2,1985,8,6,010d,fl,a,12,melanoplus femurrubr,,,,1,,,,1,,,2,
CGR02,2,1985,8,6,010d,fl,a,8,hesperotet species,1,,,,1,,1,,,,3,
CGR02,2,1985,8,6,010d,fl,a,18,melanoplus species,,,,,,,1,,,,1,
CGR02,2,1985,8,6,010d,fl,a,3,paratylotr brunneri,,,,,,,1,,,,1,
CGR02,2,1985,8,11,010d,fl,a,27,orphulella speciosa,,,1,1,,1,,,1,,4,
CGR02,2,1985,8,11,010d,fl,a,9,phoetaliot nebrascen,,,2,2,1,1,,2,2,7,17,
CGR02,2,1985,8,11,010d,fl,a,10,melanoplus scudderi,,,,,,,,,,1,1,
CGR02,2,1985,8,11,010d,fl,a,8,hesperotet species,1,,,,,,,1,,,2,
CGR02,2,1985,8,11,010d,fl,a,4,hypochlora alba,,,,,,,,,,1,1,
CGR02,2,1985,8,11,010d,fl,a,31,pseudopoma brachypte,,,,,,,,1,,,1,
CGR02,2,1985,8,6,010d,fl,b,27,orphulella speciosa,,,1,,1,1,1,,,2,6,
CGR02,2,1985,8,6,010d,fl,b,9,phoetaliot nebrascen,11,10,18,16,15,8,11,8,8,5,110,
CGR02,2,1985,8,6,010d,fl,b,10,melanoplus scudderi,1,1,1,3,1,,3,2,5,2,19,
CGR02,2,1985,8,6,010d,fl,b,15,melanoplus keeleri,,,1,2,,,,1,,,4,
CGR02,2,1985,8,6,010d,fl,b,8,hesperotet species,4,6,2,,1,2,4,5,2,4,30,
CGR02,2,1985,8,6,010d,fl,b,4,hypochlora alba,,,,6,1,,,,,,7,
CGR02,2,1985,8,6,010d,fl,b,12,melanoplus femurrubr,1,,,,,,,,,,1,
CGR02,2,1985,8,6,010d,fl,b,16,melanoplus bivittatu,1,,,,,,,,,,1,
CGR02,2,1985,8,11,010d,fl,b,27,orphulella speciosa,1,,,,,1,,,,,2,
CGR02,2,1985,8,11,010d,fl,b,9,phoetaliot nebrascen,2,,6,1,5,3,2,1,3,2,25,
CGR02,2,1985,8,11,010d,fl,b,10,melanoplus scudderi,,,,,,1,,,,1,2,
CGR02,2,1985,8,11,010d,fl,b,4,hypochlora alba,,,,2,,,,,,,2,
CGR02,2,1985,8,11,010d,fl,b,8,hesperotet species,1,,,1,1,1,,2,,,6,
CGR02,2,1985,8,11,010d,fl,b,16,melanoplus bivittatu,1,,,,,,,,,,1,
CGR02,2,1985,8,11,010d,fl,b,12,melanoplus femurrubr,,1,,,,,,,,,1,
CGR02,2,1985,8,7,001d,tu,a,27,orphulella speciosa,10,3,5,6,6,7,14,7,6,3,67,
CGR02,2,1985,8,7,001d,tu,a,9,phoetaliot nebrascen,,1,,1,,,,2,,1,5,
CGR02,2,1985,8,7,001d,tu,a,12,melanoplus femurrubr,1,,,1,,,2,,1,,5,
CGR02,2,1985,8,7,001d,tu,a,15,melanoplus keeleri,,,1,,,,,,,,1,
CGR02,2,1985,8,7,001d,tu,a,8,hesperotet species,,,1,,,,,,,1,2,
CGR02,2,1985,8,7,001d,tu,b,27,orphulella speciosa,9,6,6,7,7,17,6,4,11,20,93,
CGR02,2,1985,8,7,001d,tu,b,9,phoetaliot nebrascen,3,2,1,4,4,5,4,3,6,5,37,
CGR02,2,1985,8,7,001d,tu,b,10,melanoplus scudderi,1,,,,,,,,,,1,
CGR02,2,1985,8,7,001d,tu,b,15,melanoplus keeleri,,,1,,,,,,,1,2,
CGR02,2,1985,8,7,001d,tu,b,8,hesperotet species,,,,,,,,,1,,1,
CGR02,2,1985,8,7,001d,tu,b,29,mermiria bivittata,,,1,,,,,,,,1,
CGR02,2,1985,8,7,001d,tu,b,12,melanoplus femurrubr,,,,,,,,1,,,1,
CGR02,2,1985,8,6,004b,tu,a,27,orphulella speciosa,1,2,2,1,,1,,,,,7,
CGR02,2,1985,8,6,004b,tu,a,9,phoetaliot nebrascen,1,9,2,3,4,,1,1,1,,22,
CGR02,2,1985,8,6,004b,tu,a,12,melanoplus femurrubr,3,1,5,6,2,5,3,4,1,2,32,
CGR02,2,1985,8,6,004b,tu,a,10,melanoplus scudderi,1,5,,2,3,4,2,4,4,2,27,
CGR02,2,1985,8,6,004b,tu,a,8,hesperotet species,,,,,,,,,1,,1,
CGR02,2,1985,8,6,004b,tu,a,4,hypochlora alba,,,,1,,,,,,,1,
CGR02,2,1985,8,6,004b,tu,a,15,melanoplus keeleri,,1,,,,,,,,,1,
CGR02,2,1985,8,7,000b,tu,a,27,orphulella speciosa,,2,,,,1,2,1,,1,7,
CGR02,2,1985,8,7,000b,tu,a,9,phoetaliot nebrascen,,1,1,1,1,1,1,,,,6,
CGR02,2,1985,8,7,000b,tu,a,10,melanoplus scudderi,3,,,,1,2,1,,1,1,9,
CGR02,2,1985,8,7,000b,tu,a,4,hypochlora alba,,,,,,,1,,,,1,
CGR02,2,1985,8,7,000b,tu,a,12,melanoplus femurrubr,,1,1,2,,,1,1,,3,9,
CGR02,2,1985,8,7,000b,tu,a,8,hesperotet species,,1,1,1,,4,3,,,1,11,
CGR02,2,1985,8,7,000b,tu,a,31,pseudopoma brachypte,,,,,,,,3,,,3,
CGR02,2,1985,8,7,000b,tu,b,27,orphulella speciosa,1,,,,,1,,1,1,,4,
CGR02,2,1985,8,7,000b,tu,b,9,phoetaliot nebrascen,1,1,,,1,2,,2,1,,8,
CGR02,2,1985,8,7,000b,tu,b,10,melanoplus scudderi,1,,,,1,1,2,,,,5,
CGR02,2,1985,8,7,000b,tu,b,15,melanoplus keeleri,,,,,,,,1,,2,3,
CGR02,2,1985,8,7,000b,tu,b,12,melanoplus femurrubr,,1,,2,1,1,,1,2,,8,
CGR02,2,1985,8,7,000b,tu,b,8,hesperotet species,,,,,,1,,,,,1,
CGR02,2,1985,8,7,000b,tu,b,18,melanoplus species,,,,,1,,,,,,1,
CGR02,2,1985,8,7,000b,tu,b,3,paratylotr brunneri,,,,,1,,,,,,1,
CGR02,2,1985,8,7,000b,tu,b,8,hesperotet species,,,1,,,,,,,,1,
CGR02,2,1985,8,7,000b,tu,b,16,melanoplus bivittatu,,,1,,,,,,,,1,
CGR02,2,1985,8,7,n04d,fl,a,27,orphulella speciosa,2,,,1,,1,,,,1,5,
CGR02,2,1985,8,7,n04d,fl,a,9,phoetaliot nebrascen,2,10,3,10,9,6,11,7,9,4,71,
CGR02,2,1985,8,7,n04d,fl,a,10,melanoplus scudderi,1,1,1,4,4,7,7,12,5,4,46,
CGR02,2,1985,8,7,n04d,fl,a,15,melanoplus keeleri,,,,1,1,1,6,3,1,,13,
CGR02,2,1985,8,7,n04d,fl,a,4,hypochlora alba,,5,2,4,2,6,4,6,2,3,34,
CGR02,2,1985,8,7,n04d,fl,a,8,hesperotet species,1,1,1,2,2,7,5,5,5,9,38,
CGR02,2,1985,8,7,n04d,fl,a,12,melanoplus femurrubr,,3,1,,,1,,2,,,7,
CGR02,2,1985,8,7,n04d,fl,a,31,pseudopoma brachypte,1,,,,,,,,,,1,
CGR02,2,1985,8,7,n04d,fl,a,14,melanoplus different,,1,,,,,,,,,1,
CGR02,2,1985,8,7,n04d,fl,b,27,orphulella speciosa,1,,1,,2,,1,4,2,1,12,
CGR02,2,1985,8,7,n04d,fl,b,9,phoetaliot nebrascen,4,11,20,14,10,10,9,14,15,21,128,
CGR02,2,1985,8,7,n04d,fl,b,10,melanoplus scudderi,1,,,1,5,6,7,2,2,2,26,
CGR02,2,1985,8,7,n04d,fl,b,15,melanoplus keeleri,,,,,2,1,,,,,3,
CGR02,2,1985,8,7,n04d,fl,b,4,hypochlora alba,1,6,2,2,6,4,4,5,8,1,39,
CGR02,2,1985,8,7,n04d,fl,b,12,melanoplus femurrubr,,,,1,2,3,2,1,2,1,12,
CGR02,2,1985,8,7,n04d,fl,b,26,syrbula admirabil,,,,,,,,,1,,1,
CGR02,2,1985,8,7,n04d,fl,b,8,hesperotet species,1,,3,3,9,5,6,7,13,21,68,
CGR02,2,1985,6,17,001d,fl,a,27,orphulella speciosa,1,1,5,2,10,13,14,6,8,1,61,
CGR02,2,1985,6,17,001d,fl,a,9,phoetaliot nebrascen,,,1,1,,4,4,,4,2,16,
CGR02,2,1985,6,17,001d,fl,a,29,mermiria bivittata,,,2,,,,,,,,2,
CGR02,2,1985,6,17,001d,fl,a,16,melanoplus bivittatu,1,,,,,,,,,,1,
CGR02,2,1985,6,17,001d,fl,a,17,melanoplus confusus,,1,,,,,,,,1,2,
CGR02,2,1985,6,17,001d,fl,a,10,melanoplus scudderi,,,,,1,,,,,,1,
CGR02,2,1985,6,17,001d,fl,a,15,melanoplus keeleri,,1,,,,,,,2,,3,
CGR02,2,1985,6,17,001d,fl,a,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1985,6,17,001d,fl,b,27,orphulella speciosa,4,7,3,4,1,3,,,,2,24,
CGR02,2,1985,6,17,001d,fl,b,9,phoetaliot nebrascen,1,2,,3,,4,,,1,1,12,
CGR02,2,1985,6,17,001d,fl,b,29,mermiria bivittata,,1,,,1,3,,,1,,6,
CGR02,2,1985,6,17,001d,fl,b,16,melanoplus bivittatu,,1,,,,4,1,,,,6,
CGR02,2,1985,6,17,001d,fl,b,10,melanoplus scudderi,,,1,,1,,,,,,2,
CGR02,2,1985,6,17,001d,fl,b,15,melanoplus keeleri,,,1,2,,,,,,,3,
CGR02,2,1985,6,17,001d,fl,b,8,hesperotet species,,,1,,,,,,,,1,
CGR02,2,1985,6,24,001d,tu,a,27,orphulella speciosa,1,,7,8,,6,4,2,,,28,
CGR02,2,1985,6,24,001d,tu,a,9,phoetaliot nebrascen,5,1,2,,2,,,,,1,11,
CGR02,2,1985,6,24,001d,tu,a,10,melanoplus scudderi,,1,1,1,,,,,,,3,
CGR02,2,1985,6,24,001d,tu,a,15,melanoplus keeleri,,,1,1,,,,,,,2,
CGR02,2,1985,6,24,001d,tu,a,18,melanoplus species,,,,1,,,,,,,1,
CGR02,2,1985,6,24,001d,tu,a,12,melanoplus femurrubr,,,1,5,,2,,,,,8,
CGR02,2,1985,6,24,001d,tu,a,8,hesperotet species,1,,1,,,1,,,,1,4,
CGR02,2,1985,6,24,001d,tu,a,29,mermiria bivittata,,,1,,,,,,,,1,
CGR02,2,1985,6,24,001d,tu,b,27,orphulella speciosa,,,3,,3,7,,,1,1,15,
CGR02,2,1985,6,24,001d,tu,b,9,phoetaliot nebrascen,,,,1,2,1,,,,1,5,
CGR02,2,1985,6,24,001d,tu,b,16,melanoplus bivittatu,1,,,1,,2,,1,,,5,
CGR02,2,1985,6,24,001d,tu,b,12,melanoplus femurrubr,,1,1,,,,,,,,2,
CGR02,2,1985,6,24,001d,tu,b,8,hesperotet species,,,3,,,,,,,,3,
CGR02,2,1985,6,24,001d,tu,b,10,melanoplus scudderi,,,,1,,,,,,,1,
CGR02,2,1985,6,24,001d,tu,b,29,mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,1985,6,17,002d,fl,a,27,orphulella speciosa,,,,4,,1,,,,,5,
CGR02,2,1985,6,17,002d,fl,a,9,phoetaliot nebrascen,,,,1,,,,,,,1,
CGR02,2,1985,6,17,002d,fl,a,15,melanoplus keeleri,,,,1,,,,1,1,,3,
CGR02,2,1985,6,17,002d,fl,a,16,melanoplus bivittatu,,1,,,,,,,1,,2,
CGR02,2,1985,6,17,002d,fl,b,27,orphulella speciosa,,,,1,,,,,,1,2,
CGR02,2,1985,6,17,002d,fl,b,10,melanoplus scudderi,,,1,,1,,1,,,,3,
CGR02,2,1985,6,17,002d,fl,b,16,melanoplus bivittatu,1,,1,1,,5,,,,2,10,
CGR02,2,1985,6,17,002d,fl,b,17,melanoplus confusus,,,,,,,,,1,,1,
CGR02,2,1985,6,17,004b,fl,a,10,melanoplus scudderi,,1,,,,,1,,,,2,
CGR02,2,1985,6,17,004b,fl,a,4,hypochlora alba,,2,,1,,1,,,,,4,
CGR02,2,1985,6,17,004b,fl,a,16,melanoplus bivittatu,,1,,,1,,1,,,,3,
CGR02,2,1985,6,17,004b,fl,a,32,boopedon auriventr,,1,,,,,,,,,1,
CGR02,2,1985,6,17,004b,fl,a,29,mermiria bivittata,,,,,,1,1,,,,2,
CGR02,2,1985,6,17,004b,fl,b,4,hypochlora alba,,,1,,,,,1,,,2,
CGR02,2,1985,6,17,004b,fl,b,15,melanoplus keeleri,,,,,,1,,,,,1,
CGR02,2,1985,6,17,004b,fl,b,12,melanoplus femurrubr,1,,1,,,,,,,,2,
CGR02,2,1985,6,17,004b,fl,b,8,hesperotet species,1,,1,,,,,,,,2,
CGR02,2,1985,6,17,004b,fl,b,16,melanoplus bivittatu,,,,2,1,,,,1,,4,
CGR02,2,1985,6,24,000b,fl,a,31,pseudopoma brachypte,,1,1,,,1,,,1,1,5,
CGR02,2,1985,6,24,000b,fl,a,16,melanoplus bivittatu,,,,,1,1,,,1,,3,
CGR02,2,1985,6,24,000b,fl,a,4,hypochlora alba,,,,,,,,1,,,1,
CGR02,2,1985,6,24,000b,fl,b,31,pseudopoma brachypte,,,2,2,,1,,,,,5,
CGR02,2,1985,6,24,000b,fl,b,8,hesperotet species,,,2,1,,,,5,1,4,13,
CGR02,2,1985,6,24,000b,fl,b,16,melanoplus bivittatu,,,,,,,2,1,,1,4,
CGR02,2,1985,6,24,000b,fl,b,15,melanoplus keeleri,,,,,,1,,,,,1,
CGR02,2,1985,6,24,000b,fl,b,4,hypochlora alba,,,,,,1,,,,,1,
CGR02,2,1985,6,24,000b,tu,a,31,pseudopoma brachypte,,,1,,,1,,1,,,3,
CGR02,2,1985,6,24,000b,tu,a,3,paratylotr brunneri,,,,,,1,,,,,1,
CGR02,2,1985,6,24,000b,tu,a,4,hypochlora alba,,,,,,,,,1,,1,
CGR02,2,1986,8,6,004f,fl,a,15,melanoplus keeleri,,,,,,,,,3,,3,
CGR02,2,1986,8,6,004f,fl,a,4,hypochlora alba,1,,1,,,,,,,,2,
CGR02,2,1986,8,6,004f,fl,a,31,pseudopoma brachypte,,1,,,,,,1,,,2,
CGR02,2,1986,8,6,004f,fl,a,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1986,8,6,004f,fl,a,12,melanoplus femurrubr,,1,,,,,,,,,1,
CGR02,2,1986,7,28,004f,fl,b,9,phoetaliot nebrascen,,,1,,1,,,1,1,,4,
CGR02,2,1986,7,28,004f,fl,b,10,melanoplus scudderi,,,,1,,,,,,,1,
CGR02,2,1986,7,28,004f,fl,b,4,hypochlora alba,,,,,,,,,,1,1,
CGR02,2,1986,7,28,004f,fl,b,29,mermiria bivittata,,,,,,1,,,,,1,
CGR02,2,1986,7,28,004f,fl,b,12,melanoplus femurrubr,,,,,,,,,,1,1,
CGR02,2,1986,7,28,004f,fl,b,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1986,8,6,004f,fl,b,27,orphulella speciosa,1,,,,,,,,,1,2,
CGR02,2,1986,8,6,004f,fl,b,9,phoetaliot nebrascen,1,,,,2,,,,,2,5,
CGR02,2,1986,8,6,004f,fl,b,10,melanoplus scudderi,,,,,,1,1,,,,2,
CGR02,2,1986,8,6,004f,fl,b,15,melanoplus keeleri,,,,,,1,1,,,,2,
CGR02,2,1986,8,6,004f,fl,b,4,hypochlora alba,,,,,1,1,,,,,2,
CGR02,2,1986,8,6,004f,fl,b,31,pseudopoma brachypte,,,,,,,,1,,1,2,
CGR02,2,1986,8,6,004f,fl,b,29,mermiria bivittata,,,,,,,,,,1,1,
CGR02,2,1986,8,6,004f,fl,b,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1986,7,28,004g,fl,a,27,orphulella speciosa,,1,,,,2,,,,,3,
CGR02,2,1986,7,28,004g,fl,a,9,phoetaliot nebrascen,4,,3,3,3,5,4,3,3,2,30,
CGR02,2,1986,7,28,004g,fl,a,10,melanoplus scudderi,,1,,2,1,1,2,1,,,8,
CGR02,2,1986,7,28,004g,fl,a,15,melanoplus keeleri,,1,,,1,1,1,,,,4,
CGR02,2,1986,7,28,004g,fl,a,4,hypochlora alba,,,,4,,,,2,,,6,
CGR02,2,1986,7,28,004g,fl,a,8,hesperotet species,,,,,1,1,,,1,,3,
CGR02,2,1986,7,28,004g,fl,a,12,melanoplus femurrubr,,,,,1,,,,,,1,
CGR02,2,1986,8,6,004g,fl,a,9,phoetaliot nebrascen,5,2,3,5,4,4,5,2,3,3,36,
CGR02,2,1986,8,6,004g,fl,a,10,melanoplus scudderi,1,,,,2,,,1,3,2,9,
CGR02,2,1986,8,6,004g,fl,a,15,melanoplus keeleri,,,2,,,,,,,,2,
CGR02,2,1986,8,6,004g,fl,a,4,hypochlora alba,,1,,,,,,,,,1,
CGR02,2,1986,8,6,004g,fl,a,8,hesperotet species,1,,,,1,,1,1,1,1,6,
CGR02,2,1986,8,6,004g,fl,a,5,campylacan olivacea,,,,,1,,,,,,1,
CGR02,2,1986,7,28,004g,fl,b,27,orphulella speciosa,,,,,,,,1,,,1,
CGR02,2,1986,7,28,004g,fl,b,9,phoetaliot nebrascen,1,,2,1,2,4,3,2,1,2,18,
CGR02,2,1986,7,28,004g,fl,b,10,melanoplus scudderi,,1,,,,,,,2,1,4,
CGR02,2,1986,7,28,004g,fl,b,15,melanoplus keeleri,,2,,,,,,,,,2,
CGR02,2,1986,7,28,004g,fl,b,4,hypochlora alba,,1,1,,,,,1,2,,5,
CGR02,2,1986,7,28,004g,fl,b,12,melanoplus femurrubr,,1,,,,,1,,1,,3,
CGR02,2,1986,7,28,004g,fl,b,8,hesperotet species,,1,,,,1,3,1,,2,8,
CGR02,2,1986,8,6,004g,fl,b,9,phoetaliot nebrascen,,5,3,6,5,1,2,6,4,4,36,
CGR02,2,1986,8,6,004g,fl,b,10,melanoplus scudderi,,,4,1,,1,1,,,2,9,
CGR02,2,1986,8,6,004g,fl,b,15,melanoplus keeleri,,,,,,2,,,,,2,
CGR02,2,1986,8,6,004g,fl,b,4,hypochlora alba,1,1,1,1,,,,,,,4,
CGR02,2,1986,8,6,004g,fl,b,12,melanoplus femurrubr,2,,3,,,,,,,,5,
CGR02,2,1986,8,6,004g,fl,b,8,hesperotet species,1,,4,,,,4,1,,,10,
CGR02,2,1986,8,6,004g,fl,b,16,melanoplus bivittatu,,,,,,,1,,,,1,
CGR02,2,1986,7,25,001d,fl,a,27,orphulella speciosa,4,3,10,7,13,6,7,7,,6,63,
CGR02,2,1986,7,25,001d,fl,a,9,phoetaliot nebrascen,2,3,1,6,5,3,2,6,1,4,33,
CGR02,2,1986,7,25,001d,fl,a,10,melanoplus scudderi,,,,,,,,1,,,1,
CGR02,2,1986,7,25,001d,fl,a,15,melanoplus keeleri,1,,,,1,1,,1,1,,5,
CGR02,2,1986,7,25,001d,fl,a,26,syrbula admirabil,,,,,,1,,,,,1,
CGR02,2,1986,7,25,001d,fl,a,31,pseudopoma brachypte,,,,,,,,1,,,1,
CGR02,2,1986,7,25,001d,fl,a,16,melanoplus bivittatu,,,,,1,,,,,,1,
CGR02,2,1986,7,25,001d,fl,a,32,boopedon auriventr,,,,,1,,,,,,1,
CGR02,2,1986,8,1,001d,fl,a,27,orphulella speciosa,2,2,,3,4,1,3,4,1,3,23,
CGR02,2,1986,8,1,001d,fl,a,9,phoetaliot nebrascen,,1,1,,,1,1,1,,,5,
CGR02,2,1986,8,1,001d,fl,a,10,melanoplus scudderi,,,,,,1,,,1,,2,
CGR02,2,1986,8,1,001d,fl,a,16,melanoplus bivittatu,1,,,,1,,,,,,2,
CGR02,2,1986,8,1,001d,fl,a,12,melanoplus femurrubr,,,1,,,,,,,,1,
CGR02,2,1986,8,1,001d,fl,b,27,orphulella speciosa,5,7,3,2,,2,5,5,2,9,40,
CGR02,2,1986,8,1,001d,fl,b,9,phoetaliot nebrascen,,1,,,2,1,5,5,2,3,19,
CGR02,2,1986,8,1,001d,fl,b,10,melanoplus scudderi,,,,,1,,,2,,1,4,
CGR02,2,1986,8,1,001d,fl,b,15,melanoplus keeleri,,,,1,,,,,2,,3,
CGR02,2,1986,8,1,001d,fl,b,4,hypochlora alba,,,,,,,,1,,,1,
CGR02,2,1986,8,1,001d,fl,b,55,arphia species,1,,,,,,,,,,1,
CGR02,2,1986,8,1,001d,fl,b,12,melanoplus femurrubr,,,,,,,,,2,,2,
CGR02,2,1986,8,1,001d,fl,b,16,melanoplus bivittatu,,,,,,,,,1,,1,
CGR02,2,1986,8,6,004d,fl,b,27,orphulella speciosa,,1,,2,1,2,,1,,,7,
CGR02,2,1986,8,6,004d,fl,b,9,phoetaliot nebrascen,2,1,2,3,5,7,1,7,6,7,41,
CGR02,2,1986,8,6,004d,fl,b,10,melanoplus scudderi,,,1,1,,,,,3,,5,
CGR02,2,1986,8,6,004d,fl,b,15,melanoplus keeleri,,,1,,,,,2,,,3,
CGR02,2,1986,8,6,004d,fl,b,4,hypochlora alba,2,,,,,1,1,1,,1,6,
CGR02,2,1986,8,6,004d,fl,b,8,hesperotet species,,,,1,,1,,1,2,2,7,
CGR02,2,1986,8,6,004d,fl,b,54,pardalopho species,,1,,,,,,,,,1,
CGR02,2,1986,8,6,004d,fl,b,12,melanoplus femurrubr,2,,,,1,,2,,1,1,7,
CGR02,2,1986,8,6,004d,fl,b,31,pseudopoma brachypte,,,,,,,1,,,,1,
CGR02,2,1986,8,6,004d,fl,b,5,campylacan olivacea,,,1,,,,,,,2,3,
CGR02,2,1986,8,1,010d,fl,a,27,orphulella speciosa,2,1,,,,,,,,,3,
CGR02,2,1986,8,1,010d,fl,a,9,phoetaliot nebrascen,1,,,,1,3,6,4,,,15,
CGR02,2,1986,8,1,010d,fl,a,10,melanoplus scudderi,3,,3,1,1,1,,1,,,10,
CGR02,2,1986,8,1,010d,fl,a,4,hypochlora alba,,,,,,,,,1,,1,
CGR02,2,1986,8,1,010d,fl,a,12,melanoplus femurrubr,4,1,,1,3,2,1,1,1,,14,
CGR02,2,1986,8,1,010d,fl,a,8,hesperotet species,4,2,2,,,,,,,,8,
CGR02,2,1986,8,1,010d,fl,a,16,melanoplus bivittatu,1,,,,,,,,,,1,
CGR02,2,1986,8,1,010d,fl,b,9,phoetaliot nebrascen,2,1,,1,,2,4,9,2,8,29,
CGR02,2,1986,8,1,010d,fl,b,10,melanoplus scudderi,1,2,,,1,1,1,2,,1,9,
CGR02,2,1986,8,1,010d,fl,b,15,melanoplus keeleri,1,1,,1,1,,,,1,3,8,
CGR02,2,1986,8,1,010d,fl,b,4,hypochlora alba,,2,1,,,,,1,1,2,7,
CGR02,2,1986,8,1,010d,fl,b,12,melanoplus femurrubr,,2,,,3,,,1,1,,7,
CGR02,2,1986,8,1,010d,fl,b,8,hesperotet species,,2,2,,,1,1,1,1,4,12,
CGR02,2,1986,8,1,010d,fl,b,16,melanoplus bivittatu,,,,,,,,,1,,1,
CGR02,2,1986,8,1,010d,fl,b,6,hesperotet speciosus,,,,,1,,,,,,1,
CGR02,2,1986,8,1,010d,fl,b,7,hesperotet viridis,,,,,,,,3,,,3,
CGR02,2,1986,8,1,000b,fl,a,9,phoetaliot nebrascen,1,2,,,,,,3,,,6,
CGR02,2,1986,8,1,000b,fl,a,10,melanoplus scudderi,,,,,,,,,,2,2,
CGR02,2,1986,8,1,000b,fl,a,15,melanoplus keeleri,,,,,,,,,,1,1,
CGR02,2,1986,8,1,000b,fl,a,4,hypochlora alba,1,1,,,,,,,,,2,
CGR02,2,1986,8,1,000b,fl,a,12,melanoplus femurrubr,,,,,1,,,,,,1,
CGR02,2,1986,8,1,000b,fl,a,31,pseudopoma brachypte,,1,,,,,,,,,1,
CGR02,2,1986,8,1,000b,fl,a,16,melanoplus bivittatu,,,,,,2,,,,,2,
CGR02,2,1986,8,1,000b,fl,a,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1986,8,1,000b,fl,b,9,phoetaliot nebrascen,,1,,5,,,1,2,,,9,
CGR02,2,1986,8,1,000b,fl,b,10,melanoplus scudderi,,,,,,1,,1,,,2,
CGR02,2,1986,8,1,000b,fl,b,15,melanoplus keeleri,,,,,1,,1,,,,2,
CGR02,2,1986,8,1,000b,fl,b,4,hypochlora alba,,,,4,,,,,,,4,
CGR02,2,1986,8,1,000b,fl,b,8,hesperotet species,1,,,2,,1,,,,,4,
CGR02,2,1986,8,1,000b,fl,b,12,melanoplus femurrubr,,,,,,1,1,1,,,3,
CGR02,2,1986,8,11,001d,fl,a,27,orphulella speciosa,2,6,3,1,1,6,3,4,8,4,38,
CGR02,2,1986,8,11,001d,fl,a,9,phoetaliot nebrascen,2,2,2,2,1,2,2,1,5,4,23,
CGR02,2,1986,8,11,001d,fl,a,10,melanoplus scudderi,,,1,,,,,,1,,2,
CGR02,2,1986,8,11,001d,fl,a,15,melanoplus keeleri,,,,,,,,,1,,1,
CGR02,2,1986,8,11,001d,fl,a,55,arphia species,,,,,1,,,,,,1,
CGR02,2,1986,8,11,001d,fl,a,29,mermiria bivittata,,,,,,,1,,,,1,
CGR02,2,1986,8,11,001d,fl,a,32,boopedon auriventr,,,1,,,,1,,,,2,
CGR02,2,1986,8,11,001d,fl,a,16,melanoplus bivittatu,1,1,,,,,,,,,2,
CGR02,2,1986,8,11,001d,fl,b,27,orphulella speciosa,5,2,4,5,5,1,4,1,3,2,32,
CGR02,2,1986,8,11,001d,fl,b,9,phoetaliot nebrascen,4,1,1,3,1,,2,6,3,8,29,
CGR02,2,1986,8,11,001d,fl,b,10,melanoplus scudderi,1,,,3,1,,,,,,5,
CGR02,2,1986,8,11,001d,fl,b,15,melanoplus keeleri,,,1,1,,1,,2,,,5,
CGR02,2,1986,8,11,001d,fl,b,32,boopedon auriventr,1,,,1,,,,,,,2,
CGR02,2,1986,8,11,001d,fl,b,12,melanoplus femurrubr,,1,,,1,1,,,,,3,
CGR02,2,1986,8,11,001d,fl,b,29,mermiria bivittata,,,,,,,1,,,1,2,
CGR02,2,1986,8,11,004d,fl,a,27,orphulella speciosa,,5,2,1,,,,,,1,9,
CGR02,2,1986,8,11,004d,fl,a,9,phoetaliot nebrascen,5,,6,10,6,8,1,2,3,9,50,
CGR02,2,1986,8,11,004d,fl,a,10,melanoplus scudderi,5,,2,2,1,,2,1,1,1,15,
CGR02,2,1986,8,11,004d,fl,a,15,melanoplus keeleri,4,,3,4,,1,3,2,2,1,20,
CGR02,2,1986,8,11,004d,fl,a,4,hypochlora alba,,1,,,,,,,,,1,
CGR02,2,1986,8,11,004d,fl,a,12,melanoplus femurrubr,1,1,2,,,,,,,,4,
