"lakename","lakeid","year4","daynum","sampledate","division","genus","species","description","concentration","gal_dimension","mean_individ_vol","mean_individ_biovol","total_vol","total_biovol" 
"Paul Lake","L",1988,186,1988-07-04,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.633,20.61,741,741,0.047,0.047
"Paul Lake","L",1988,186,1988-07-04,"Cryptophyta","Cryptomonas","caudata",NA,0.612,8.75,451.4,451.4,0.028,0.028
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Diceras",NA,NA,0.018,70,153,153,0,0
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Dinobryon",NA,"cyst",0.163,43.94,1283,206,0.021,0.003
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Dinobryon","divergens",NA,0.018,140,6415,1030,0.012,0.002
"Paul Lake","L",1988,186,1988-07-04,"Pyrrhophyta","Gymnodinium",NA,NA,0.018,14,637.8,637.8,0.001,0.001
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Kephyrion",NA,"sp. 6",0.204,6.12,119.9,119.9,0.002,0.002
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Mallomonaas","acaroides",NA,0.181,81.55,2222,2222,0.04,0.04
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Mallomonaas","caudata",NA,0.036,109.38,5605.9,5605.9,0.02,0.02
"Paul Lake","L",1988,186,1988-07-04,"Cyanophyta","Merismopedia","tenuissima",NA,3.87,30.89,NA,59.92,NA,0.023
"Paul Lake","L",1988,186,1988-07-04,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",20.39,5.17,72.36,72.36,0.148,0.148
"Paul Lake","L",1988,186,1988-07-04,"Miscellaneous",NA,NA,"Misc. taxon",0.018,17.5,112.1,112.1,0,0
"Paul Lake","L",1988,186,1988-07-04,"Chlorophyta","Monomastix","astigmata",NA,0.612,6.12,30.3,30.3,0.002,0.002
"Paul Lake","L",1988,186,1988-07-04,"Chlorophyta","Oocystis",NA,"sp. 1",0.036,17.5,855.6,481.2,0.003,0.002
"Paul Lake","L",1988,186,1988-07-04,"Chlorophyta","Oocystis",NA,"sp. 2",0.054,8.17,74.55,74.55,0,0
"Paul Lake","L",1988,186,1988-07-04,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.108,39.08,31215,520.22,0.337,0.006
"Paul Lake","L",1988,186,1988-07-04,"Chrysophyta","Stichogloea","olivacea",NA,0.018,21,1323.9,1323.9,0.002,0.002
"Paul Lake","L",1988,186,1988-07-04,"Chlorophyta","Tetracystis",NA,NA,0.054,19.83,3176.1,3176.1,0.017,0.017
"Peter Lake","R",1988,187,1988-07-05,"Cyanophyta","Aphanocapsa","elachista",NA,11.093,37.39,27338,336.41,30.326,0.373
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta",NA,NA,"colonial chlorophyta",0.612,12.25,961.4,29.04,0.059,0.002
"Peter Lake","R",1988,187,1988-07-05,"Cyanophyta",NA,NA,"colonial cyanophyta type 1",0.041,8.75,350.4,240.4,0.001,0.001
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta","Cosmarium",NA,NA,0.041,22.7,2350.8,2350.8,0.01,0.01
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta","Crucigenia","rectangularis",NA,0.204,18.2,344.2,344.2,0.007,0.007
"Peter Lake","R",1988,187,1988-07-05,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",0.082,14,266.83,266.83,0.002,0.002
"Peter Lake","R",1988,187,1988-07-05,"Cryptophyta","Cryptomonas","caudata",NA,0.122,8.75,451.4,451.4,0.006,0.006
"Peter Lake","R",1988,187,1988-07-05,"Miscellaneous",NA,NA,"Cysts",0.041,5.25,75.7,75.7,0,0
"Peter Lake","R",1988,187,1988-07-05,"Cyanophyta","Dactylococcopsis","smithii",NA,0.163,28.44,317.6,121.1,0.005,0.002
"Peter Lake","R",1988,187,1988-07-05,"Chrysophyta","Kephyrion",NA,"sp. 1",0.041,7,179.4,179.4,0.001,0.001
"Peter Lake","R",1988,187,1988-07-05,"Chrysophyta","Mallomonaas","akrokomos",NA,0.041,35,1795.8,1795.8,0.007,0.007
"Peter Lake","R",1988,187,1988-07-05,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",8.24,3.77,28.06,28.06,0.023,0.023
"Peter Lake","R",1988,187,1988-07-05,"Pyrrhophyta",NA,NA,"Misc. naked dinoflagellate",0.041,14,1435.11,1435.11,0.006,0.006
"Peter Lake","R",1988,187,1988-07-05,"Miscellaneous",NA,NA,"Misc. taxon",0.041,8.75,84.18,84.18,0,0
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta","Monomastix","astigmata",NA,0.041,5.25,30.3,30.3,0,0
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta",NA,NA,"non-motile chorococcales",0.285,5.75,99.54,99.54,0.003,0.003
"Peter Lake","R",1988,187,1988-07-05,"Cyanophyta","Nostoc",NA,"single trichomes",0.122,50.75,1470,1470,0.018,0.018
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta","Oocystis",NA,"sp. 1",0.285,12.5,412.2,412.2,0.012,0.012
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta","Oocystis",NA,"sp. 2",0.204,6.65,89.7,89.7,0.002,0.002
"Peter Lake","R",1988,187,1988-07-05,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.204,22.75,6158.1,39.9,0.126,0.001
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Closteriopsis","longissima",NA,0.017,35,84.35,84.35,0,0
"Tuesday Lake","T",1988,188,1988-07-06,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",1.246,14,266.83,266.83,0.033,0.033
"Tuesday Lake","T",1988,188,1988-07-06,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.712,20.45,723.9,723.9,0.052,0.052
"Tuesday Lake","T",1988,188,1988-07-06,"Miscellaneous",NA,NA,"Cysts",0.017,14,1435.1,1435.1,0.002,0.002
"Tuesday Lake","T",1988,188,1988-07-06,"Cyanophyta","Dactylococcopsis","smithii",NA,0.009,17.5,NA,193.8,NA,0
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Dinobryon","bavaricum",NA,0.017,54.25,1938,161,0.003,0
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Kephyrion",NA,"sp. 2",0.102,5.25,75.68,75.68,0.001,0.001
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Kephyrion",NA,"sp. 4",0.612,5.83,103.6,103.6,0.006,0.006
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Mallomonaas","acaroides",NA,0.009,70,2222,2222,0.002,0.002
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Mallomonaas","caudata",NA,0.068,66.72,5605.9,5605.9,0.038,0.038
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Mallomonas",NA,NA,0.009,87.5,2222,2222,0.002,0.002
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta",NA,NA,"Misc. chain desmid",0.042,10.5,232.6,232.6,0.001,0.001
"Tuesday Lake","T",1988,188,1988-07-06,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",30.28,4.04,34.52,34.52,0.105,0.105
"Tuesday Lake","T",1988,188,1988-07-06,"Pyrrhophyta",NA,NA,"Misc. naked dinoflagellate",0.085,13.65,1330.1,1330.1,0.011,0.011
"Tuesday Lake","T",1988,188,1988-07-06,"Miscellaneous",NA,NA,"Misc. taxon",0.025,19.83,1019.6,1019.6,0.003,0.003
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Monomastix","astigmata",NA,2.447,5.83,30.3,30.3,0.007,0.007
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Oocystis",NA,"sp. 1",0.144,17.09,796.8,330.4,0.011,0.005
"Tuesday Lake","T",1988,188,1988-07-06,"Pyrrhophyta","Peridinium","umbonatum",NA,0.034,18.38,1580,1580,0.005,0.005
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Quadrigula",NA,NA,0.009,21,214.6,25.5,0,0
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Scenedesmus",NA,NA,0.009,21,1200,1200,0.001,0.001
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Schroederia",NA,NA,0.009,21,240,240,0,0
"Tuesday Lake","T",1988,188,1988-07-06,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.051,19.83,4078.2,336.7,0.021,0.002
"Tuesday Lake","T",1988,188,1988-07-06,"Chrysophyta","Synura","uvella/sphagnicola","(colonial)",0.017,87.5,15525,15525,0.026,0.026
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Botryococcus","braunii",NA,0.017,70,44847,44847,0.076,0.076
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Closteriopsis","longissima",NA,0.017,91,219.3,219.3,0,0
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Crucigenia","rectangularis",NA,0.238,24.12,901.5,901.5,0.021,0.021
"Paul Lake","L",1988,193,1988-07-11,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",0.61,14,266.83,266.83,0.016,0.016
"Paul Lake","L",1988,193,1988-07-11,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.915,20.63,743.19,743.19,0.068,0.068
"Paul Lake","L",1988,193,1988-07-11,"Cryptophyta","Cryptomonas","caudata",NA,0.102,8.75,451.4,451.4,0.005,0.005
"Paul Lake","L",1988,193,1988-07-11,"Cyanophyta","Dactylococcopsis","smithii",NA,0.017,35,193.8,5605.9,0,0.01
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Diceras",NA,NA,0.017,70,153,153,0,0
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Dinobryon","bavaricum",NA,0.152,59.5,1938,161,0.029,0.002
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Dinobryon",NA,"cyst",0.102,46.08,1283,206,0.013,0.002
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Dinobryon","divergens",NA,0.068,95.38,4490.5,721,0.03,0.005
"Paul Lake","L",1988,193,1988-07-11,"Miscellaneous","Gonyostomum",NA,NA,0.017,35,2859,2859,0.005,0.005
"Paul Lake","L",1988,193,1988-07-11,"Pyrrhophyta","Gymnodinium",NA,NA,0.017,24.5,3418.4,3418.4,0.006,0.006
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Kephyrion",NA,"sp. 1",0.102,5.25,75.7,75.7,0.001,0.001
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Mallomonaas","acaroides",NA,0.458,80.92,2222,2222,0.102,0.102
"Paul Lake","L",1988,193,1988-07-11,"Chrysophyta","Mallomonaas","caudata",NA,0.017,87.5,5605.9,5605.9,0.01,0.01
"Paul Lake","L",1988,193,1988-07-11,"Cyanophyta","Merismopedia","tenuissima",NA,2.102,29.25,NA,49.7,NA,0.01
"Paul Lake","L",1988,193,1988-07-11,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",14.78,4.9,61.6,61.6,0.091,0.091
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Oocystis",NA,"sp. 1",0.186,18.3,978.4,349.7,0.018,0.007
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Scenedesmus",NA,NA,0.017,17.5,1200,1200,0.002,0.002
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.102,37.33,27206,800.5,0.278,0.008
"Paul Lake","L",1988,193,1988-07-11,"Chlorophyta","Tetracystis",NA,NA,0.064,28,5313,5313,0.034,0.034
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Ankyra","judayi",NA,0.051,43.75,561.2,561.2,0.003,0.003
"Peter Lake","R",1988,194,1988-07-12,"Cyanophyta","Aphanocapsa","elachista",NA,16.77,36.7,25852.3,238.07,43.354,0.399
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Closteriopsis","longissima",NA,0.153,29.17,70.3,70.3,0.001,0.001
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Closterium",NA,NA,0.051,15.75,403.6,403.6,0.002,0.002
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta",NA,NA,"colonial chlorophyta",0.612,14.44,1574.7,284.2,0.096,0.017
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Cosmarium",NA,NA,0.051,17.5,1077.1,1077.1,0.005,0.005
"Peter Lake","R",1988,194,1988-07-12,"Cryptophyta","Cryptomonas","caudata",NA,0.051,8.75,434,834,0.002,0.004
"Peter Lake","R",1988,194,1988-07-12,"Chrysophyta","Diceras",NA,NA,0.051,52.5,153,153,0.001,0.001
"Peter Lake","R",1988,194,1988-07-12,"Chrysophyta","Kephyrion",NA,"sp. 6",0.102,7.88,255.9,255.9,0.003,0.003
"Peter Lake","R",1988,194,1988-07-12,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",7.086,4.23,39.63,39.63,0.028,0.028
"Peter Lake","R",1988,194,1988-07-12,"Miscellaneous",NA,NA,"Misc. taxon",0.051,14,33.67,33.67,0,0
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Monomastix","astigmata",NA,0.051,5.25,30.3,30.3,0,0
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta",NA,NA,"non-motile chorococcales",0.306,7.29,202.8,202.8,0.006,0.006
"Peter Lake","R",1988,194,1988-07-12,"Cyanophyta","Nostoc",NA,"single trichomes",0.102,17.5,441,441,0.004,0.004
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Oocystis",NA,"sp. 1",0.357,11.75,274.28,274.28,0.01,0.01
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Oocystis",NA,"sp. 2",0.306,6.42,84.08,84.08,0.003,0.003
"Peter Lake","R",1988,194,1988-07-12,"Cyanophyta","Oscillatoria","limnetica",NA,0.051,78.75,940.3,940.3,0.005,0.005
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Scenedesmus",NA,NA,0.051,17.5,1200,1200,0.006,0.006
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Schroederia",NA,NA,0.102,23.62,240,240,0.002,0.002
"Peter Lake","R",1988,194,1988-07-12,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.051,61.25,120176.6,336,0.613,0.002
"Tuesday Lake","T",1988,195,1988-07-13,"Cyanophyta","Aphanocapsa","elachista",NA,0.009,35,22423.6,207,0.02,0
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta","Closteriopsis","longissima",NA,0.036,36.75,88.57,88.57,0,0
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta",NA,NA,"colonial chlorophyta",0.036,13.13,1183.8,159.6,0.004,0.001
"Tuesday Lake","T",1988,195,1988-07-13,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",1.112,14,266.83,266.83,0.03,0.03
"Tuesday Lake","T",1988,195,1988-07-13,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.353,18.31,519.6,519.6,0.018,0.018
"Tuesday Lake","T",1988,195,1988-07-13,"Cyanophyta","Dactylococcopsis","smithii",NA,0.009,42,1022.99,96.9,0.001,0
"Tuesday Lake","T",1988,195,1988-07-13,"Chrysophyta","Dinobryon","bavaricum",NA,0.054,43.17,1938,161,0.011,0.001
"Tuesday Lake","T",1988,195,1988-07-13,"Chrysophyta","Dinobryon","bavaricum",NA,0.027,81.37,4515.5,375.1,0.012,0.001
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta","Gloeocystis",NA,NA,0.072,19.25,3730.7,736.4,0.027,0.005
"Tuesday Lake","T",1988,195,1988-07-13,"Miscellaneous","Gonyostomum",NA,NA,0.009,70,2859,2859,0.003,0.003
"Tuesday Lake","T",1988,195,1988-07-13,"Chrysophyta","Kephyrion",NA,"sp. 1",0.068,7,179.4,179.4,0.001,0.001
"Tuesday Lake","T",1988,195,1988-07-13,"Chrysophyta","Mallomonaas","acaroides",NA,0.045,73.5,2222,2222,0.01,0.01
"Tuesday Lake","T",1988,195,1988-07-13,"Cyanophyta","Merismopedia","tenuissima",NA,0.009,52.5,NA,120.4,NA,0
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta",NA,NA,"Misc. chain desmid",0.009,17.5,2809.9,2809.9,0.003,0.003
"Tuesday Lake","T",1988,195,1988-07-13,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",17.639,6.36,134.7,134.7,0.238,0.238
"Tuesday Lake","T",1988,195,1988-07-13,"Pyrrhophyta",NA,NA,"Misc. naked dinoflagellate",0.108,13.71,1347.7,1347.7,0.015,0.015
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta","Monomastix","astigmata",NA,18.047,13.18,30.3,30.3,0.055,0.055
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta",NA,NA,"non-motile chorococcales",0.163,11.28,751.5,751.5,0.012,0.012
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta","Oocystis",NA,"sp. 1",0.027,10.9,320.8,320.8,0.001,0.001
"Tuesday Lake","T",1988,195,1988-07-13,"Pyrrhophyta","Peridinium","limbatum",NA,0.009,105,64600,64600,0.058,0.058
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta","Scenedesmus",NA,NA,0.018,15.75,1200,1200,0.002,0.002
"Tuesday Lake","T",1988,195,1988-07-13,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.416,16.63,2405.4,240.1,0.1,0.01
"Tuesday Lake","T",1988,195,1988-07-13,"Euglenophyta","Trachelomonas",NA,NA,0.009,7,44.85,44.85,0,0
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Ankyra","judayi",NA,0.011,45.5,583.6,583.6,0.001,0.001
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Arthrodesmus","subulatus",NA,0.011,70,18264,18264,0.021,0.021
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Closteriopsis","longissima",NA,0.034,78.17,188.4,188.4,0.001,0.001
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta",NA,NA,"colonial chlorophyta",0.011,70,179389,918.4,0.203,0.001
"Paul Lake","L",1988,200,1988-07-18,"Cyanophyta",NA,NA,"colonial cyanophyta type 2 (ovoid cells)",0.011,14,1435.1,358.8,0.002,0
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Cosmarium",NA,"bumpy",0.011,31.5,6281.6,6281.6,0.007,0.007
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Crucigenia","rectangularis",NA,0.045,50.75,1966.9,1966.9,0.009,0.009
"Paul Lake","L",1988,200,1988-07-18,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",0.915,14,266.8,266.8,0.024,0.024
"Paul Lake","L",1988,200,1988-07-18,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.893,21.52,843.6,843.6,0.075,0.075
"Paul Lake","L",1988,200,1988-07-18,"Cryptophyta","Cryptomonas","caudata",NA,0.229,8.17,421.5,421.5,0.01,0.01
"Paul Lake","L",1988,200,1988-07-18,"Cyanophyta","Dactylococcopsis","smithii",NA,0.023,40.25,339.1,900.4,0.001,0.002
"Paul Lake","L",1988,200,1988-07-18,"Chrysophyta","Dinobryon","bavaricum",NA,0.011,385,19380,1610,0.022,0.002
"Paul Lake","L",1988,200,1988-07-18,"Chrysophyta","Dinobryon",NA,"cyst",0.023,45.5,1283,206,0.003,0
"Paul Lake","L",1988,200,1988-07-18,"Chrysophyta","Dinobryon","divergens",NA,0.011,238,14113,2266,0.016,0.003
"Paul Lake","L",1988,200,1988-07-18,"Pyrrhophyta","Gymnodinium",NA,NA,0.045,24.5,3418.4,3418.4,0.015,0.015
"Paul Lake","L",1988,200,1988-07-18,"Chrysophyta","Kephyrion",NA,"sp. 3",0.382,7,179.4,179.4,0.007,0.007
"Paul Lake","L",1988,200,1988-07-18,"Chrysophyta","Mallomonaas","acaroides",NA,0.203,75.15,2222,2222,0.045,0.045
"Paul Lake","L",1988,200,1988-07-18,"Cyanophyta","Merismopedia","tenuissima",NA,1.017,48.69,NA,77.17,NA,0.008
"Paul Lake","L",1988,200,1988-07-18,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",8.106,3.74,27.39,27.39,0.022,0.022
"Paul Lake","L",1988,200,1988-07-18,"Pyrrhophyta",NA,NA,"Misc. naked dinoflagellate",0.011,17.5,2802.9,2802.9,0.003,0.003
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Monomastix","astigmata",NA,5.965,5.93,30.3,30.3,0.018,0.018
"Paul Lake","L",1988,200,1988-07-18,"Cyanophyta","Nostoc",NA,"single trichomes",0.023,33.25,588,588,0.001,0.001
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Oocystis",NA,"sp. 1",0.023,14,438,561.4,0.001,0.001
"Paul Lake","L",1988,200,1988-07-18,"Chlorophyta","Sphaerocystis","schroeteri",NA,0.023,71.75,193182,3162.9,0.437,0.007
"Peter Lake","R",1988,201,1988-07-19,"Cyanophyta","Anabaena","planctonica",NA,0.014,77,1632,1632,0.002,0.002
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Ankistrodesmus","falcatus",NA,0.027,35,428.8,428.8,0.001,0.001
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Ankyra","judayi",NA,0.054,52.5,673.4,673.4,0.004,0.004
"Peter Lake","R",1988,201,1988-07-19,"Cyanophyta","Aphanocapsa","elachista",NA,11.23,36.67,25789,223,28.961,0.25
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Arthrodesmus","octocornis",NA,0.014,21,1524,1524,0.002,0.002
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Cerasterias",NA,NA,0.014,63,450,450,0.001,0.001
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta",NA,NA,"colonial chlorophyta",0.285,12,903.7,86.5,0.026,0.002
"Peter Lake","R",1988,201,1988-07-19,"Cyanophyta",NA,NA,"colonial cyanophyta type 1",0.014,10.5,605.4,67.2,0.001,0
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Cosmarium",NA,NA,0.081,18.08,1187.8,1187.8,0.01,0.01
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Cosmarium",NA,"trapezoidal",0.027,17.5,1077.1,1077.1,0.003,0.003
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Crucigenia","rectangularis",NA,0.041,26.83,763.8,763.8,0.003,0.003
"Peter Lake","R",1988,201,1988-07-19,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",0.081,14,266.83,266.83,0.002,0.002
"Peter Lake","R",1988,201,1988-07-19,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.041,18.67,550.8,550.8,0.002,0.002
"Peter Lake","R",1988,201,1988-07-19,"Cyanophyta","Dactylococcopsis","fascicularis","(<40)",0.014,35,264,264,0,0
"Peter Lake","R",1988,201,1988-07-19,"Chrysophyta","Dinobryon",NA,"sp. 6",0.027,26.25,641,89.6,0.002,0
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Gloeocystis",NA,NA,0.027,17.5,2802,2802,0.008,0.008
"Peter Lake","R",1988,201,1988-07-19,"Chrysophyta","Hyalobryon","polymorphum",NA,0.077,5.25,161,89.6,0.001,0.001
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta",NA,NA,"Misc. chain desmid",0.014,56,13469.6,13469.6,0.018,0.018
"Peter Lake","R",1988,201,1988-07-19,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",7.57,3.96,32.51,32.51,0.025,0.025
"Peter Lake","R",1988,201,1988-07-19,"Pyrrhophyta",NA,NA,"Misc. naked dinoflagellate",0.095,12,903.7,903.7,0.009,0.009
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Monomastix","astigmata",NA,0.841,5.25,30.3,30.3,0.003,0.003
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta",NA,NA,"non-motile chorococcales",0.612,6.56,147.8,147.8,0.009,0.009
"Peter Lake","R",1988,201,1988-07-19,"Cyanophyta","Nostoc",NA,"single trichomes",0.041,24.5,588,588,0.002,0.002
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Oocystis",NA,"sp. 1",0.326,13.65,406,320.8,0.013,0.01
"Peter Lake","R",1988,201,1988-07-19,"Cyanophyta","Oscillatoria","limnetica",NA,0.027,105,1253.7,1253.7,0.003,0.003
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Quadrigula","lacustris",NA,0.027,52.5,1119.3,76.5,0.003,0
"Peter Lake","R",1988,201,1988-07-19,"Chlorophyta","Teilingia","granulata",NA,0.014,14,717.6,717.6,0.001,0.001
"Peter Lake","R",1988,201,1988-07-19,"Euglenophyta","Trachelomonas",NA,NA,0.014,10.5,151.4,151.4,0,0
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta","Arthrodesmus",NA,NA,0.007,45.5,1524,1524,0.001,0.001
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta",NA,NA,"colonial chlorophyta",0.271,24.06,7284.3,852.99,0.197,0.023
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta","Crucigenia",NA,NA,0.007,14,113,113,0,0
"Tuesday Lake","T",1988,203,1988-07-21,"Cryptophyta","Cryptomonas",NA,"sp. 1 (<14)",0.4,14,266.83,266.83,0.011,0.011
"Tuesday Lake","T",1988,203,1988-07-21,"Cryptophyta","Cryptomonas",NA,"sp. 2 (<22)",0.176,19.65,642.2,642.2,0.011,0.011
"Tuesday Lake","T",1988,203,1988-07-21,"Miscellaneous",NA,NA,"Cysts",0.007,14,1435.1,1435.1,0.001,0.001
"Tuesday Lake","T",1988,203,1988-07-21,"Cyanophyta","Dactylococcopsis","smithii",NA,0.048,55,2297.3,277.13,0.011,0.001
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta","Dictyosphaerium","pulchellum",NA,0.007,42,38748,1432,0.026,0.001
"Tuesday Lake","T",1988,203,1988-07-21,"Chrysophyta","Dinobryon","bavaricum",NA,0.048,52,1938,161,0.009,0.001
"Tuesday Lake","T",1988,203,1988-07-21,"Chrysophyta","Dinobryon","bavaricum",NA,0.02,127.2,10329,858.1,0.021,0.002
"Tuesday Lake","T",1988,203,1988-07-21,"Chrysophyta","Dinobryon","cylindricum",NA,0.007,294,80829,12978,0.055,0.009
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta","Gloeocystis",NA,NA,0.02,25.67,8846.6,716,0.018,0.001
"Tuesday Lake","T",1988,203,1988-07-21,"Pyrrhophyta","Gymnodinium",NA,NA,0.007,35,9966,9966,0.007,0.007
"Tuesday Lake","T",1988,203,1988-07-21,"Chrysophyta","Kephyrion",NA,"sp. 1",0.382,6.3,130.77,130.77,0.005,0.005
"Tuesday Lake","T",1988,203,1988-07-21,"Chrysophyta","Mallomonaas","acaroides",NA,0.014,63,2222,2222,0.003,0.003
"Tuesday Lake","T",1988,203,1988-07-21,"Cyanophyta","Merismopedia","tenuissima",NA,0.02,33.83,NA,75.6,NA,0
"Tuesday Lake","T",1988,203,1988-07-21,"Miscellaneous",NA,NA,"Misc. micros, 1 flagellum",15.75,3.66,25.67,25.67,0.04,0.04
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta","Monomastix","astigmata",NA,34.64,6.63,30.3,30.3,0.105,0.105
"Tuesday Lake","T",1988,203,1988-07-21,"Chlorophyta",NA,NA,"non-motile chorococcales",0.373,9.04,386.8,386.8,0.014,0.014
