block,plot,species,treatment,contacts,year
D,D6,Hypericum pulchrum,warm wet,2,1997
D,D6,Koeleria macrantha,warm wet,7,1997
D,D6,Linum catharticum,warm wet,6,1997
D,D6,Plantago lanceolata,warm wet,8,1997
D,D6,Sanguisorba minor,warm wet,10,1997
D,D6,Scabiosa columbaria,warm wet,7,1997
D,D6,Thymus polytrichus,warm wet,9,1997
D,D7,Agrostis,wet,7,1997
D,D7,Anthoxanthum odoratum,wet,8,1997
D,D7,Briza media,wet,5,1997
D,D7,Carex flacca,wet,25,1997
D,D7,Carex hostiana,wet,1,1997
D,D7,Carex panicea,wet,20,1997
D,D7,Carex pulicaris,wet,7,1997
D,D7,Centaurea nigra,wet,5,1997
D,D7,Danthonia decumbens,wet,8,1997
D,D7,Festuca ovina,wet,34,1997
D,D7,Helictotrichon pratense,wet,14,1997
D,D7,Hypericum pulchrum,wet,3,1997
D,D7,Koeleria macrantha,wet,7,1997
D,D7,Linum catharticum,wet,10,1997
D,D7,Lotus corniculatus,wet,16,1997
D,D7,Polygala serpyllifolia,wet,3,1997
D,D7,Potentilla erecta,wet,12,1997
D,D7,Sanguisorba minor,wet,7,1997
D,D7,Scabiosa columbaria,wet,24,1997
D,D9,Anthoxanthum odoratum,warm dry,2,1997
D,D9,Briza media,warm dry,1,1997
D,D9,Campanula rotundifolia,warm dry,8,1997
D,D9,Carex caryophyllea,warm dry,3,1997
D,D9,Carex flacca,warm dry,2,1997
D,D9,Carex panicea,warm dry,5,1997
D,D9,Danthonia decumbens,warm dry,1,1997
D,D9,Festuca ovina,warm dry,107,1997
D,D9,Koeleria macrantha,warm dry,9,1997
D,D9,Pimpinella saxifraga,warm dry,1,1997
D,D9,Plantago lanceolata,warm dry,1,1997
D,D9,Sanguisorba minor,warm dry,9,1997
D,D9,Scabiosa columbaria,warm dry,22,1997
E,E1,Anthoxanthum odoratum,warm wet,1,1997
E,E1,Campanula rotundifolia,warm wet,2,1997
E,E1,Carex caryophyllea,warm wet,1,1997
E,E1,Carex flacca,warm wet,8,1997
E,E1,Carex panicea,warm wet,7,1997
E,E1,Carex pulicaris,warm wet,1,1997
E,E1,Centaurea nigra,warm wet,2,1997
E,E1,Danthonia decumbens,warm wet,5,1997
E,E1,Festuca ovina,warm wet,42,1997
E,E1,Helianthemum nummularium,warm wet,3,1997
E,E1,Helictotrichon pratense,warm wet,5,1997
E,E1,Hypericum pulchrum,warm wet,1,1997
E,E1,Koeleria macrantha,warm wet,8,1997
E,E1,Linum catharticum,warm wet,1,1997
E,E1,Lotus corniculatus,warm wet,3,1997
E,E1,Plantago lanceolata,warm wet,1,1997
E,E1,Scabiosa columbaria,warm wet,2,1997
E,E1,Thymus polytrichus,warm wet,3,1997
E,E3,Agrostis,dry,17,1997
E,E3,Anthoxanthum odoratum,dry,1,1997
E,E3,Brachypodium pinnatum,dry,2,1997
E,E3,Briza media,dry,1,1997
E,E3,Campanula rotundifolia,dry,2,1997
E,E3,Carex caryophyllea,dry,2,1997
E,E3,Carex flacca,dry,19,1997
E,E3,Carex panicea,dry,6,1997
E,E3,Carex pulicaris,dry,1,1997
E,E3,Centaurea nigra,dry,2,1997
E,E3,Danthonia decumbens,dry,1,1997
E,E3,Festuca ovina,dry,31,1997
E,E3,Helianthemum nummularium,dry,5,1997
E,E3,Koeleria macrantha,dry,4,1997
E,E3,Linum catharticum,dry,6,1997
E,E3,Lotus corniculatus,dry,1,1997
E,E3,Pimpinella saxifraga,dry,1,1997
E,E3,Plantago lanceolata,dry,3,1997
E,E3,Potentilla erecta,dry,2,1997
E,E3,Sanguisorba minor,dry,1,1997
E,E3,Scabiosa columbaria,dry,12,1997
E,E3,Thymus polytrichus,dry,2,1997
E,E3,Viola riviniana,dry,8,1997
E,E4,Agrostis,control,22,1997
E,E4,Anthoxanthum odoratum,control,1,1997
E,E4,Briza media,control,2,1997
E,E4,Campanula rotundifolia,control,11,1997
E,E4,Carex caryophyllea,control,5,1997
E,E4,Carex flacca,control,22,1997
E,E4,Carex hostiana,control,1,1997
E,E4,Carex panicea,control,11,1997
E,E4,Carex pulicaris,control,1,1997
E,E4,Festuca ovina,control,27,1997
E,E4,Helictotrichon pratense,control,1,1997
E,E4,Hypericum pulchrum,control,2,1997
E,E4,Koeleria macrantha,control,10,1997
E,E4,Lathyrus linifolius,control,6,1997
E,E4,Linum catharticum,control,2,1997
E,E4,Lotus corniculatus,control,8,1997
E,E4,Plantago lanceolata,control,8,1997
E,E4,Potentilla erecta,control,5,1997
E,E4,Sanguisorba minor,control,22,1997
E,E4,Scabiosa columbaria,control,14,1997
E,E4,Succisa pratensis,control,1,1997
E,E4,Viola riviniana,control,1,1997
E,E6,Agrostis,wet,19,1997
E,E6,Anthoxanthum odoratum,wet,6,1997
E,E6,Campanula rotundifolia,wet,1,1997
E,E6,Carex flacca,wet,12,1997
E,E6,Carex hostiana,wet,10,1997
E,E6,Carex panicea,wet,14,1997
E,E6,Carex pulicaris,wet,4,1997
E,E6,Danthonia decumbens,wet,1,1997
E,E6,Festuca ovina,wet,53,1997
E,E6,Helictotrichon pratense,wet,1,1997
E,E6,Hypericum pulchrum,wet,7,1997
E,E6,Koeleria macrantha,wet,7,1997
E,E6,Linum catharticum,wet,5,1997
E,E6,Lotus corniculatus,wet,4,1997
E,E6,Potentilla erecta,wet,12,1997
E,E6,Sanguisorba minor,wet,20,1997
E,E6,Scabiosa columbaria,wet,2,1997
E,E6,Succisa pratensis,wet,7,1997
E,E7,Agrostis,warm,24,1997
E,E7,Anthoxanthum odoratum,warm,5,1997
E,E7,Carex caryophyllea,warm,12,1997
E,E7,Carex flacca,warm,4,1997
E,E7,Carex panicea,warm,5,1997
E,E7,Carex pulicaris,warm,1,1997
E,E7,Centaurea nigra,warm,2,1997
E,E7,Danthonia decumbens,warm,1,1997
E,E7,Festuca ovina,warm,107,1997
E,E7,Festuca rubra,warm,1,1997
E,E7,Holcus lanatus,warm,3,1997
E,E7,Koeleria macrantha,warm,28,1997
E,E7,Lotus corniculatus,warm,1,1997
E,E7,Sanguisorba minor,warm,1,1997
E,E8,Agrostis,warm dry,4,1997
E,E8,Carex caryophyllea,warm dry,3,1997
E,E8,Carex flacca,warm dry,10,1997
E,E8,Carex panicea,warm dry,2,1997
E,E8,Danthonia decumbens,warm dry,1,1997
E,E8,Festuca ovina,warm dry,123,1997
E,E8,Festuca rubra,warm dry,4,1997
E,E8,Helictotrichon pratense,warm dry,2,1997
E,E8,Koeleria macrantha,warm dry,78,1997
E,E8,Lotus corniculatus,warm dry,1,1997
E,E8,Plantago lanceolata,warm dry,1,1997
E,E8,Potentilla erecta,warm dry,1,1997
E,E8,Sanguisorba minor,warm dry,9,1997
E,E8,Scabiosa columbaria,warm dry,2,1997
A,A1,Agrostis,warm,16,1998
A,A1,Anthoxanthum odoratum,warm,3,1998
A,A1,Campanula rotundifolia,warm,1,1998
A,A1,Carex caryophyllea,warm,1,1998
A,A1,Carex flacca,warm,14,1998
A,A1,Centaurea nigra,warm,9,1998
A,A1,Festuca ovina,warm,108,1998
A,A1,Helianthemum nummularium,warm,15,1998
A,A1,Helictotrichon pratense,warm,3,1998
A,A1,Koeleria macrantha,warm,23,1998
A,A1,Linum catharticum,warm,2,1998
A,A1,Lotus corniculatus,warm,2,1998
A,A1,Plantago lanceolata,warm,1,1998
A,A1,Sanguisorba minor,warm,2,1998
A,A1,Scabiosa columbaria,warm,18,1998
A,A1,Thymus polytrichus,warm,14,1998
A,A3,Agrostis,control,10,1998
A,A3,Anthoxanthum odoratum,control,5,1998
A,A3,Campanula rotundifolia,control,6,1998
A,A3,Carex caryophyllea,control,4,1998
A,A3,Carex flacca,control,39,1998
A,A3,Carex panicea,control,14,1998
A,A3,Carex pulicaris,control,3,1998
A,A3,Festuca ovina,control,49,1998
A,A3,Helianthemum nummularium,control,4,1998
A,A3,Helictotrichon pratense,control,5,1998
A,A3,Hypericum pulchrum,control,3,1998
A,A3,Koeleria macrantha,control,1,1998
A,A3,Linum catharticum,control,2,1998
A,A3,Lotus corniculatus,control,10,1998
A,A3,Plantago lanceolata,control,4,1998
A,A3,Sanguisorba minor,control,6,1998
A,A3,Scabiosa columbaria,control,28,1998
A,A3,Taraxacum officinale,control,1,1998
A,A3,Viola riviniana,control,7,1998
A,A6,Agrostis,dry,6,1998
A,A6,Briza media,dry,4,1998
A,A6,Carex flacca,dry,10,1998
A,A6,Carex panicea,dry,9,1998
A,A6,Carex pulicaris,dry,1,1998
A,A6,Danthonia decumbens,dry,1,1998
A,A6,Festuca ovina,dry,28,1998
A,A6,Galium sterneri,dry,1,1998
A,A6,Helianthemum nummularium,dry,17,1998
A,A6,Helictotrichon pratense,dry,9,1998
A,A6,Koeleria macrantha,dry,1,1998
A,A6,Linum catharticum,dry,1,1998
A,A6,Lotus corniculatus,dry,10,1998
A,A6,Plantago lanceolata,dry,3,1998
A,A6,Sanguisorba minor,dry,1,1998
A,A6,Scabiosa columbaria,dry,31,1998
A,A6,Thymus polytrichus,dry,7,1998
A,A7,Agrostis,warm wet,37,1998
A,A7,Anthoxanthum odoratum,warm wet,8,1998
A,A7,Briza media,warm wet,4,1998
A,A7,Carex caryophyllea,warm wet,9,1998
A,A7,Carex flacca,warm wet,34,1998
A,A7,Carex panicea,warm wet,8,1998
A,A7,Carex pulicaris,warm wet,3,1998
A,A7,Festuca ovina,warm wet,27,1998
A,A7,Helictotrichon pratense,warm wet,1,1998
A,A7,Hypericum pulchrum,warm wet,3,1998
A,A7,Koeleria macrantha,warm wet,17,1998
A,A7,Lotus corniculatus,warm wet,20,1998
A,A7,Luzula campestris,warm wet,1,1998
A,A7,Plantago lanceolata,warm wet,19,1998
A,A7,Potentilla erecta,warm wet,4,1998
A,A7,Sanguisorba minor,warm wet,9,1998
A,A7,Scabiosa columbaria,warm wet,3,1998
A,A8,Agrostis,warm dry,32,1998
A,A8,Anthoxanthum odoratum,warm dry,11,1998
A,A8,Campanula rotundifolia,warm dry,8,1998
A,A8,Carex flacca,warm dry,3,1998
A,A8,Carex panicea,warm dry,2,1998
A,A8,Cirsium palustre,warm dry,4,1998
A,A8,Festuca ovina,warm dry,78,1998
A,A8,Helictotrichon pratense,warm dry,6,1998
A,A8,Holcus lanatus,warm dry,8,1998
A,A8,Hypericum pulchrum,warm dry,5,1998
A,A8,Koeleria macrantha,warm dry,12,1998
A,A8,Lotus corniculatus,warm dry,3,1998
A,A8,Plantago lanceolata,warm dry,5,1998
A,A8,Sanguisorba minor,warm dry,9,1998
A,A8,Scabiosa columbaria,warm dry,24,1998
A,A8,Thymus polytrichus,warm dry,19,1998
A,A9,Agrostis,wet,27,1998
A,A9,Anthoxanthum odoratum,wet,3,1998
A,A9,Briza media,wet,3,1998
A,A9,Campanula rotundifolia,wet,3,1998
A,A9,Carex caryophyllea,wet,8,1998
A,A9,Carex flacca,wet,41,1998
A,A9,Carex hostiana,wet,9,1998
A,A9,Carex panicea,wet,8,1998
A,A9,Carex pulicaris,wet,3,1998
A,A9,Danthonia decumbens,wet,2,1998
A,A9,Festuca ovina,wet,32,1998
A,A9,Galium verum,wet,13,1998
A,A9,Helianthemum nummularium,wet,22,1998
A,A9,Helictotrichon pratense,wet,5,1998
A,A9,Hypericum pulchrum,wet,2,1998
A,A9,Koeleria macrantha,wet,3,1998
A,A9,Linum catharticum,wet,4,1998
A,A9,Lotus corniculatus,wet,36,1998
A,A9,Plantago lanceolata,wet,1,1998
A,A9,Potentilla erecta,wet,9,1998
A,A9,Sanguisorba minor,wet,2,1998
A,A9,Scabiosa columbaria,wet,13,1998
B,B1,Agrostis,wet,29,1998
B,B1,Briza media,wet,7,1998
B,B1,Campanula rotundifolia,wet,2,1998
B,B1,Carex caryophyllea,wet,14,1998
B,B1,Carex flacca,wet,14,1998
B,B1,Carex hostiana,wet,12,1998
B,B1,Carex panicea,wet,24,1998
B,B1,Carex pulicaris,wet,5,1998
B,B1,Danthonia decumbens,wet,4,1998
B,B1,Festuca ovina,wet,34,1998
B,B1,Helianthemum nummularium,wet,6,1998
B,B1,Helictotrichon pratense,wet,11,1998
B,B1,Hypericum pulchrum,wet,1,1998
B,B1,Hypochaeris radicata,wet,3,1998
B,B1,Koeleria macrantha,wet,6,1998
B,B1,Linum catharticum,wet,3,1998
B,B1,Lotus corniculatus,wet,16,1998
B,B1,Pimpinella saxifraga,wet,1,1998
B,B1,Plantago lanceolata,wet,2,1998
B,B1,Potentilla erecta,wet,3,1998
B,B1,Sanguisorba minor,wet,6,1998
B,B1,Scabiosa columbaria,wet,4,1998
B,B1,Thymus polytrichus,wet,9,1998
B,B1,Trifolium pratense,wet,3,1998
B,B3,Agrostis,warm dry,14,1998
B,B3,Anthoxanthum odoratum,warm dry,4,1998
B,B3,Campanula rotundifolia,warm dry,15,1998
B,B3,Carex caryophyllea,warm dry,1,1998
B,B3,Carex flacca,warm dry,12,1998
B,B3,Carex panicea,warm dry,5,1998
B,B3,Festuca ovina,warm dry,79,1998
B,B3,Galium saxatile,warm dry,1,1998
B,B3,Helictotrichon pratense,warm dry,5,1998
B,B3,Hypericum pulchrum,warm dry,3,1998
B,B3,Koeleria macrantha,warm dry,7,1998
B,B3,Nardus stricta,warm dry,1,1998
B,B3,Plantago lanceolata,warm dry,13,1998
B,B3,Potentilla erecta,warm dry,10,1998
B,B3,Sanguisorba minor,warm dry,4,1998
B,B3,Viola riviniana,warm dry,2,1998
B,B5,Agrostis,warm,20,1998
B,B5,Anthoxanthum odoratum,warm,3,1998
B,B5,Campanula rotundifolia,warm,2,1998
B,B5,Carex flacca,warm,12,1998
B,B5,Carex panicea,warm,4,1998
B,B5,Danthonia decumbens,warm,2,1998
B,B5,Deschampsia cespitosa,warm,1,1998
B,B5,Deschampsia flexuosa,warm,2,1998
B,B5,Festuca ovina,warm,142,1998
B,B5,Helictotrichon pratense,warm,4,1998
B,B5,Hypericum pulchrum,warm,5,1998
B,B5,Hypochaeris radicata,warm,3,1998
B,B5,Koeleria macrantha,warm,12,1998
B,B5,Lathyrus linifolius,warm,1,1998
B,B5,Plantago lanceolata,warm,26,1998
B,B5,Sanguisorba minor,warm,2,1998
B,B6,Agrostis,control,33,1998
B,B6,Campanula rotundifolia,control,4,1998
B,B6,Carex caryophyllea,control,2,1998
B,B6,Carex flacca,control,15,1998
B,B6,Carex panicea,control,7,1998
B,B6,Danthonia decumbens,control,4,1998
B,B6,Festuca ovina,control,59,1998
B,B6,Galium saxatile,control,3,1998
B,B6,Helianthemum nummularium,control,1,1998
B,B6,Helictotrichon pratense,control,1,1998
B,B6,Hypericum pulchrum,control,9,1998
B,B6,Lotus corniculatus,control,6,1998
B,B6,Nardus stricta,control,12,1998
B,B6,Plantago lanceolata,control,1,1998
B,B6,Potentilla erecta,control,38,1998
B,B6,Scabiosa columbaria,control,18,1998
B,B6,Viola riviniana,control,2,1998
B,B7,Agrostis,dry,18,1998
B,B7,Anthoxanthum odoratum,dry,5,1998
B,B7,Campanula rotundifolia,dry,5,1998
B,B7,Carex flacca,dry,12,1998
B,B7,Carex panicea,dry,7,1998
B,B7,Danthonia decumbens,dry,7,1998
B,B7,Festuca ovina,dry,58,1998
B,B7,Helianthemum nummularium,dry,12,1998
B,B7,Helictotrichon pratense,dry,2,1998
B,B7,Hypericum pulchrum,dry,3,1998
B,B7,Koeleria macrantha,dry,5,1998
B,B7,Linum catharticum,dry,1,1998
B,B7,Lotus corniculatus,dry,6,1998
B,B7,Plantago lanceolata,dry,3,1998
B,B7,Polygala serpyllifolia,dry,1,1998
B,B7,Sanguisorba minor,dry,23,1998
B,B7,Thymus polytrichus,dry,1,1998
B,B7,Viola riviniana,dry,5,1998
B,B9,Agrostis,warm wet,14,1998
B,B9,Anthoxanthum odoratum,warm wet,14,1998
B,B9,Calluna vulgaris,warm wet,5,1998
B,B9,Campanula rotundifolia,warm wet,1,1998
B,B9,Carex flacca,warm wet,14,1998
B,B9,Carex panicea,warm wet,2,1998
B,B9,Carex pulicaris,warm wet,3,1998
B,B9,Cirsium palustre,warm wet,2,1998
B,B9,Dactylis glomerata,warm wet,7,1998
B,B9,Danthonia decumbens,warm wet,1,1998
B,B9,Festuca ovina,warm wet,72,1998
B,B9,Helictotrichon pratense,warm wet,3,1998
B,B9,Hypericum pulchrum,warm wet,1,1998
B,B9,Koeleria macrantha,warm wet,9,1998
B,B9,Lotus corniculatus,warm wet,1,1998
B,B9,Plantago lanceolata,warm wet,6,1998
B,B9,Potentilla erecta,warm wet,9,1998
B,B9,Sanguisorba minor,warm wet,4,1998
B,B9,Viola riviniana,warm wet,1,1998
C,C2,Agrostis,warm dry,28,1998
C,C2,Anthoxanthum odoratum,warm dry,9,1998
C,C2,Briza media,warm dry,1,1998
C,C2,Campanula rotundifolia,warm dry,5,1998
C,C2,Carex flacca,warm dry,19,1998
C,C2,Centaurea nigra,warm dry,6,1998
C,C2,Dactylis glomerata,warm dry,7,1998
C,C2,Danthonia decumbens,warm dry,6,1998
C,C2,Festuca ovina,warm dry,135,1998
C,C2,Helictotrichon pratense,warm dry,12,1998
C,C2,Hypericum pulchrum,warm dry,6,1998
C,C2,Koeleria macrantha,warm dry,10,1998
C,C2,Luzula campestris,warm dry,1,1998
C,C2,Viola riviniana,warm dry,6,1998
C,C3,Agrostis,control,42,1998
C,C3,Anthoxanthum odoratum,control,5,1998
C,C3,Campanula rotundifolia,control,5,1998
C,C3,Carex caryophyllea,control,6,1998
C,C3,Carex flacca,control,10,1998
C,C3,Carex panicea,control,7,1998
C,C3,Festuca ovina,control,35,1998
C,C3,Galium saxatile,control,6,1998
C,C3,Helictotrichon pratense,control,8,1998
C,C3,Hypericum pulchrum,control,3,1998
C,C3,Koeleria macrantha,control,8,1998
C,C3,Lathyrus linifolius,control,16,1998
C,C3,Linum catharticum,control,2,1998
C,C3,Lotus corniculatus,control,15,1998
C,C3,Plantago lanceolata,control,4,1998
C,C3,Potentilla erecta,control,21,1998
C,C3,Sanguisorba minor,control,5,1998
C,C3,Scabiosa columbaria,control,8,1998
C,C3,Thymus polytrichus,control,1,1998
C,C3,Viola riviniana,control,7,1998
C,C4,Agrostis,warm wet,24,1998
C,C4,Anthoxanthum odoratum,warm wet,31,1998
C,C4,Briza media,warm wet,1,1998
C,C4,Campanula rotundifolia,warm wet,1,1998
C,C4,Carex flacca,warm wet,11,1998
C,C4,Carex panicea,warm wet,6,1998
C,C4,Danthonia decumbens,warm wet,8,1998
C,C4,Festuca ovina,warm wet,56,1998
C,C4,Helictotrichon pratense,warm wet,4,1998
C,C4,Hypericum pulchrum,warm wet,1,1998
C,C4,Koeleria macrantha,warm wet,11,1998
C,C4,Lotus corniculatus,warm wet,3,1998
C,C4,Plantago lanceolata,warm wet,21,1998
C,C4,Potentilla erecta,warm wet,8,1998
C,C4,Sanguisorba minor,warm wet,2,1998
C,C4,Thymus polytrichus,warm wet,5,1998
C,C4,Viola riviniana,warm wet,2,1998
C,C5,Agrostis,warm,9,1998
C,C5,Anthoxanthum odoratum,warm,2,1998
C,C5,Carex caryophyllea,warm,1,1998
C,C5,Carex flacca,warm,23,1998
C,C5,Carex panicea,warm,6,1998
C,C5,Carex pulicaris,warm,1,1998
C,C5,Danthonia decumbens,warm,5,1998
C,C5,Festuca ovina,warm,73,1998
C,C5,Helianthemum nummularium,warm,1,1998
C,C5,Helictotrichon pratense,warm,16,1998
C,C5,Hypericum pulchrum,warm,2,1998
C,C5,Koeleria macrantha,warm,18,1998
C,C5,Linum catharticum,warm,1,1998
C,C5,Lotus corniculatus,warm,33,1998
C,C5,Plantago lanceolata,warm,8,1998
C,C5,Polygala vulgaris,warm,5,1998
C,C5,Potentilla erecta,warm,5,1998
C,C5,Sanguisorba minor,warm,24,1998
C,C5,Scabiosa columbaria,warm,8,1998
C,C5,Viola riviniana,warm,2,1998
C,C7,Agrostis,dry,3,1998
C,C7,Anthoxanthum odoratum,dry,1,1998
C,C7,Anthyllis vulneraria,dry,21,1998
C,C7,Briza media,dry,8,1998
C,C7,Campanula rotundifolia,dry,3,1998
C,C7,Carex caryophyllea,dry,3,1998
C,C7,Carex flacca,dry,8,1998
C,C7,Carex panicea,dry,3,1998
C,C7,Centaurea nigra,dry,3,1998
C,C7,Danthonia decumbens,dry,2,1998
C,C7,Festuca ovina,dry,76,1998
C,C7,Helianthemum nummularium,dry,12,1998
C,C7,Helictotrichon pratense,dry,7,1998
C,C7,Koeleria macrantha,dry,6,1998
C,C7,Linum catharticum,dry,1,1998
C,C7,Lotus corniculatus,dry,2,1998
C,C7,Sanguisorba minor,dry,11,1998
C,C7,Thymus polytrichus,dry,14,1998
C,C7,Viola riviniana,dry,1,1998
C,C8,Agrostis,wet,16,1998
C,C8,Anthoxanthum odoratum,wet,4,1998
C,C8,Briza media,wet,2,1998
C,C8,Campanula rotundifolia,wet,1,1998
C,C8,Carex caryophyllea,wet,3,1998
C,C8,Carex flacca,wet,17,1998
C,C8,Carex panicea,wet,10,1998
C,C8,Carex pulicaris,wet,10,1998
C,C8,Danthonia decumbens,wet,2,1998
C,C8,Festuca ovina,wet,33,1998
C,C8,Helianthemum nummularium,wet,4,1998
C,C8,Helictotrichon pratense,wet,8,1998
C,C8,Helictotrichon pubescens,wet,5,1998
C,C8,Hypericum pulchrum,wet,8,1998
C,C8,Koeleria macrantha,wet,3,1998
C,C8,Linum catharticum,wet,4,1998
C,C8,Lotus corniculatus,wet,8,1998
C,C8,Plantago lanceolata,wet,2,1998
C,C8,Potentilla erecta,wet,8,1998
C,C8,Sanguisorba minor,wet,20,1998
C,C8,Scabiosa columbaria,wet,14,1998
C,C8,Viola riviniana,wet,3,1998
D,D1,Agrostis,warm,17,1998
D,D1,Anthoxanthum odoratum,warm,2,1998
D,D1,Briza media,warm,8,1998
D,D1,Campanula rotundifolia,warm,9,1998
D,D1,Carex caryophyllea,warm,14,1998
D,D1,Carex flacca,warm,11,1998
D,D1,Carex panicea,warm,2,1998
D,D1,Carex pulicaris,warm,3,1998
D,D1,Danthonia decumbens,warm,13,1998
D,D1,Festuca ovina,warm,70,1998
D,D1,Galium sterneri,warm,4,1998
D,D1,Helianthemum nummularium,warm,5,1998
D,D1,Helictotrichon pratense,warm,2,1998
D,D1,Hypericum pulchrum,warm,8,1998
D,D1,Koeleria macrantha,warm,19,1998
D,D1,Lotus corniculatus,warm,1,1998
D,D1,Plantago lanceolata,warm,1,1998
D,D1,Sanguisorba minor,warm,19,1998
D,D1,Scabiosa columbaria,warm,15,1998
D,D1,Thymus polytrichus,warm,3,1998
D,D3,Agrostis,control,21,1998
D,D3,Briza media,control,7,1998
D,D3,Campanula rotundifolia,control,4,1998
D,D3,Carex caryophyllea,control,17,1998
D,D3,Carex flacca,control,14,1998
D,D3,Carex hostiana,control,1,1998
D,D3,Carex panicea,control,12,1998
D,D3,Carex pulicaris,control,1,1998
D,D3,Centaurea nigra,control,1,1998
D,D3,Danthonia decumbens,control,1,1998
D,D3,Festuca ovina,control,59,1998
D,D3,Helianthemum nummularium,control,9,1998
D,D3,Helictotrichon pratense,control,11,1998
D,D3,Hypericum pulchrum,control,4,1998
D,D3,Koeleria macrantha,control,3,1998
D,D3,Linum catharticum,control,5,1998
D,D3,Lotus corniculatus,control,6,1998
D,D3,Plantago lanceolata,control,2,1998
D,D3,Potentilla erecta,control,1,1998
D,D3,Sanguisorba minor,control,1,1998
D,D3,Scabiosa columbaria,control,12,1998
D,D3,Succisa pratensis,control,2,1998
D,D4,Agrostis,dry,5,1998
D,D4,Anthoxanthum odoratum,dry,3,1998
D,D4,Campanula rotundifolia,dry,14,1998
D,D4,Carex caryophyllea,dry,7,1998
D,D4,Carex flacca,dry,13,1998
D,D4,Carex panicea,dry,15,1998
D,D4,Dactylis glomerata,dry,3,1998
D,D4,Danthonia decumbens,dry,1,1998
D,D4,Festuca ovina,dry,175,1998
D,D4,Helictotrichon pratense,dry,5,1998
D,D4,Hypericum pulchrum,dry,1,1998
D,D4,Koeleria macrantha,dry,25,1998
D,D4,Linum catharticum,dry,10,1998
D,D4,Lotus corniculatus,dry,10,1998
D,D4,Plantago lanceolata,dry,1,1998
D,D4,Polygala serpyllifolia,dry,1,1998
D,D4,Sanguisorba minor,dry,30,1998
D,D4,Scabiosa columbaria,dry,12,1998
D,D4,Thymus polytrichus,dry,7,1998
D,D6,Agrostis,warm wet,5,1998
D,D6,Briza media,warm wet,9,1998
D,D6,Campanula rotundifolia,warm wet,3,1998
D,D6,Carex caryophyllea,warm wet,4,1998
D,D6,Carex flacca,warm wet,40,1998
D,D6,Carex panicea,warm wet,3,1998
D,D6,Carex pulicaris,warm wet,1,1998
D,D6,Dactylis glomerata,warm wet,1,1998
D,D6,Danthonia decumbens,warm wet,7,1998
D,D6,Festuca ovina,warm wet,62,1998
D,D6,Helictotrichon pratense,warm wet,17,1998
D,D6,Hypericum pulchrum,warm wet,3,1998
D,D6,Koeleria macrantha,warm wet,9,1998
D,D6,Linum catharticum,warm wet,4,1998
D,D6,Plantago lanceolata,warm wet,13,1998
D,D6,Sanguisorba minor,warm wet,12,1998
D,D6,Scabiosa columbaria,warm wet,20,1998
D,D6,Thymus polytrichus,warm wet,2,1998
D,D6,Viola riviniana,warm wet,4,1998
D,D7,Agrostis,wet,5,1998
D,D7,Anthoxanthum odoratum,wet,6,1998
D,D7,Campanula rotundifolia,wet,5,1998
D,D7,Carex caryophyllea,wet,2,1998
D,D7,Carex flacca,wet,30,1998
D,D7,Carex hostiana,wet,4,1998
D,D7,Carex panicea,wet,13,1998
D,D7,Carex pulicaris,wet,18,1998
D,D7,Centaurea nigra,wet,4,1998
D,D7,Danthonia decumbens,wet,3,1998
D,D7,Festuca ovina,wet,28,1998
D,D7,Helictotrichon pratense,wet,9,1998
D,D7,Koeleria macrantha,wet,3,1998
D,D7,Linum catharticum,wet,8,1998
D,D7,Lotus corniculatus,wet,7,1998
D,D7,Potentilla erecta,wet,26,1998
D,D7,Sanguisorba minor,wet,4,1998
D,D7,Scabiosa columbaria,wet,26,1998
D,D9,Agrostis,warm dry,8,1998
D,D9,Anthoxanthum odoratum,warm dry,3,1998
D,D9,Briza media,warm dry,5,1998
D,D9,Campanula rotundifolia,warm dry,11,1998
D,D9,Carex caryophyllea,warm dry,7,1998
D,D9,Carex flacca,warm dry,10,1998
D,D9,Carex panicea,warm dry,11,1998
D,D9,Carex pulicaris,warm dry,1,1998
D,D9,Centaurea nigra,warm dry,3,1998
D,D9,Dactylis glomerata,warm dry,1,1998
D,D9,Danthonia decumbens,warm dry,3,1998
D,D9,Festuca ovina,warm dry,61,1998
D,D9,Helictotrichon pratense,warm dry,6,1998
D,D9,Hypericum pulchrum,warm dry,1,1998
D,D9,Koeleria macrantha,warm dry,10,1998
D,D9,Potentilla erecta,warm dry,5,1998
D,D9,Sanguisorba minor,warm dry,9,1998
D,D9,Scabiosa columbaria,warm dry,31,1998
E,E1,Agrostis,warm wet,4,1998
E,E1,Campanula rotundifolia,warm wet,4,1998
E,E1,Carex caryophyllea,warm wet,9,1998
E,E1,Carex flacca,warm wet,30,1998
E,E1,Carex panicea,warm wet,8,1998
E,E1,Danthonia decumbens,warm wet,8,1998
E,E1,Festuca ovina,warm wet,68,1998
E,E1,Festuca rubra,warm wet,4,1998
E,E1,Galium sterneri,warm wet,2,1998
E,E1,Helianthemum nummularium,warm wet,17,1998
E,E1,Helictotrichon pratense,warm wet,12,1998
E,E1,Hypericum pulchrum,warm wet,6,1998
E,E1,Koeleria macrantha,warm wet,2,1998
E,E1,Lotus corniculatus,warm wet,5,1998
E,E1,Plantago lanceolata,warm wet,4,1998
E,E1,Potentilla erecta,warm wet,1,1998
E,E1,Sanguisorba minor,warm wet,9,1998
E,E1,Scabiosa columbaria,warm wet,1,1998
