site,block,species,value,dataset_id,year,treatment,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
site_-400,1,ORTHO,15,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-100,1,ORTHO,2,hershey_2016,1988,control_-100,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,ORTHO,13,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,1,ORTHO,15,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,ORTHO,33,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,1,ORTHO,32,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,ORTHO,11,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,1,ORTHO,6,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,ORTHO,12,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,1,ORTHO,9,hershey_2016,1988,impact_2500,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,ORTHO,13,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,2,ORTHO,5,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,2,ORTHO,35,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,ORTHO,32,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-100,2,ORTHO,21,hershey_2016,1988,control_-100,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,ORTHO,30,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,2,ORTHO,28,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,2,ORTHO,38,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,2,ORTHO,33,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,ORTHO,48,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,2,ORTHO,2,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,ORTHO,12,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,2,ORTHO,6,hershey_2016,1988,impact_2500,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,ORTHO,11,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,3,ORTHO,30,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,3,ORTHO,19,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,3,ORTHO,25,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-100,3,ORTHO,16,hershey_2016,1988,control_-100,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,ORTHO,28,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,3,ORTHO,112,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,ORTHO,44,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,3,ORTHO,18,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,3,ORTHO,3,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,3,ORTHO,5,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,ORTHO,2,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,3,ORTHO,14,hershey_2016,1988,impact_2500,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,ORTHO,3,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-50,A,ORTHO,1,hershey_2016,1993,control_-50,eutrophication,AC,T5,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-110,A,ORTHO,1,hershey_2016,1993,control_-110,eutrophication,AC,T5,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_550,A,ORTHO,3,hershey_2016,1993,impact_550,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,ORTHO,1,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,ORTHO,1,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,ORTHO,1,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,ORTHO,2,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,ORTHO,1,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,ORTHO,1,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,ORTHO,8,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,ORTHO,11,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,ORTHO,3,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
