year,site,block,treatment,species,value,dataset_id,treatment_type,timepoints,design,realm,taxon,metric,unit,comment,time_since_disturbance
2012,IVEE,3,control,Sebastes serranoides,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,IVEE,4,annual,Unidentified Cottidae,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Citharichthys stigmaeus,0.00535714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Oxylebius pictus,0.0339285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Unidentified Flatfish spp.,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Rhacochilus vacca,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Embiotoca jacksoni,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Heterostichus rostratus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Oxyjulis californica,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Paralichthys californicus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Paralabrax clathratus,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Rhacochilus toxotes,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Sebastes auriculatus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Unidentified YOY Sebastes,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Sebastes mystinus,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,IVEE,4,annual,Semicossyphus pulcher,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",1
2012,MOHK,2,control,Rhinogobiops nicholsii,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Unidentified Cottidae,0.00714285714285714,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Oxylebius pictus,0.0303571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Anisotremus davidsonii,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Aulorhynchus flavidus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Brachyistius frenatus,0.0178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Chromis punctipinnis,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Rhacochilus vacca,0.0107142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Embiotoca jacksoni,0.0517857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Hypsurus caryi,0.0169642857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Oxyjulis californica,0.0169642857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Paralabrax clathratus,0.00178571428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Rhacochilus toxotes,0.0160714285714286,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Sebastes atrovirens,0.0116071428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Sebastes auriculatus,0.00357142857142857,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Sebastes carnatus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Sebastes chrysomelas,0.00446428571428571,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Scorpaena guttata,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Scorpaenichthys marmoratus,0.000892857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Sebastes mystinus,0.00267857142857143,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2012,MOHK,2,control,Sebastes serranoides,0.0116071428571429,reed_2020a,kelp removal,T5,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
